prompt_id,task_name,strategy,length,specificity,vocabulary,syntax,entropy_mean,entropy_std,ppl_mean,ppl_std,t1a_mean,t1a_std,sc_mean,ctr_mean,ctr_std,strategy_code,length_code,specificity_code,vocab_code,syntax_code
122,largest_divisor,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.281642470277868,0.0007918003136311,19.449250936478627,0.0106756080773677,0.0833333333333333,0.0,0.996545170703146,0.9400921658986175,1.1102230246251563e-16,0,1,1,1,1
123,largest_divisor,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.344946643987267,0.0,20.321664139038667,0.0,0.0833333333333333,0.0,0.9999999999999998,0.8938053097345133,1.1102230246251563e-16,1,1,2,2,0
124,largest_divisor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.30398543791011,0.0207830725418677,19.754866734913374,0.2876445415036686,0.0833333333333333,0.0,0.9142777641719104,0.938387342414756,0.0005838057365258,2,2,2,2,0
125,largest_divisor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.380388372654622,0.0,20.82707556895384,0.0,0.0833333333333333,0.0,1.0000000000000002,0.9162303664921468,1.1102230246251563e-16,2,2,2,2,1
126,factorize,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.19981082764005,0.0,18.376763881885847,0.0,0.0,0.0,0.9999999999999998,0.9076923076923076,0.0,0,0,0,0,0
127,factorize,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.220878547340407,0.0024600329487856,18.64711643906088,0.0318370758706095,0.0,0.0,0.9796356031686791,0.937132567130978,0.0002118531857422,0,1,1,1,1
128,factorize,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.212978716686077,0.0019025163050743,18.545277768357906,0.0244626695812648,0.0192307692307692,0.0,0.9874189458813152,0.9111111111111112,0.0,1,1,2,2,0
129,factorize,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.190037691157014,0.0113655407187745,18.25326211143541,0.1435651029590665,0.0,0.0,0.9854171183287898,0.9506726457399102,1.1102230246251563e-16,2,2,2,2,0
130,factorize,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.2395986377519215,0.0111206943453456,18.891188548504694,0.1459701092792681,0.0,0.0,0.9616915495995424,0.9445340942943602,0.0005382239541065,2,2,2,2,1
131,remove_duplicates,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.631212580451678,0.0119651237449179,24.782708993128104,0.2042598186248256,0.0,0.0,1.0,0.8735294117647058,0.0029411764705882,0,0,0,0,0
132,remove_duplicates,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.2960434658109845,0.009996878105921,19.64483484507993,0.1363156462944267,0.0,0.0,0.9963893037861964,0.9404751557293928,0.0002483909633417,0,1,1,1,1
133,remove_duplicates,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.65030075782936,0.0,25.1119256561733,0.0,0.0,0.0,0.9999999999999998,0.9148936170212766,0.0,1,1,2,2,0
134,remove_duplicates,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.28521316748269,0.0005364340933127,19.49744622708565,0.0072517139026643,0.0,0.0,0.9979778981902528,0.9500452488687784,9.04977375565608e-05,2,2,2,2,0
135,remove_duplicates,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.33759363451798,0.0092910088272797,20.218773485245304,0.130379155291687,0.0384615384615384,0.0,0.9418650222731418,0.9448663853727144,0.0003445133252859,2,2,2,2,1
136,change_base,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.718019069090334,0.00593783482539,26.318973445843643,0.1086579104633202,0.0,0.0,0.9977359301022728,0.8958889761717727,0.0023042681330191,0,0,0,0,0
137,change_base,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.526119342447576,0.0,23.0408069962999,0.0,0.0,0.0,0.9999999999999998,0.9230769230769232,0.0,0,1,1,1,1
138,change_base,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.64949617019836,0.0098458170908223,25.09850718183369,0.1704109075225105,0.0,0.0,0.9762638220225088,0.9098388909704008,0.0019782690146122,1,1,2,2,0
139,change_base,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.471769321113492,0.0054731354887372,22.189107088261924,0.0842430273038395,0.0,0.0,0.9941436146297862,0.9219451633945668,0.0003504940818324,2,2,2,2,0
140,change_base,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.518464664251627,0.0,22.91888039999693,0.0,0.0,0.0,0.9999999999999994,0.9162995594713657,0.0,2,2,2,2,1
141,triangle_area,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.387549527947158,0.0056232953007359,20.93087172602684,0.0816482817930943,0.0,0.0,0.99227911126975,0.8896428571428572,0.0026244532958391,0,0,0,0,0
142,triangle_area,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.282544788810823,0.0033711849144321,19.46146933539207,0.0455558562097252,0.0,0.0,0.9992191025494656,0.9417150760719224,9.681881051175624e-05,0,1,1,1,1
143,triangle_area,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.231345836596269,0.0859105094615891,18.817199563360237,1.1706605376397974,0.0,0.0,0.9769957774500276,0.8600696864111498,0.0128222996515679,1,1,2,2,0
144,triangle_area,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.3382644317374845,0.0,20.227756783319613,0.0,0.0,0.0,1.0,0.9138755980861244,0.0,2,2,2,2,0
145,triangle_area,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.382470875578794,0.0,20.85716076593797,0.0,0.0,0.0,1.0000000000000004,0.9047619047619048,0.0,2,2,2,2,1
146,fib4,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.210419578856641,0.0575686823276719,18.527429490272823,0.7611906373923946,0.0271186440677966,0.0203389830508474,0.9034128147815632,0.9567338501291988,0.0028113695090439,0,0,0,0,0
147,fib4,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.240973442321064,0.0231665020160964,18.911094237159773,0.3073304998849266,0.0169491525423728,0.0,0.9963384185164308,0.9505318726680956,0.0006112566484083,0,1,1,1,1
148,fib4,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.1121509800791465,0.0,17.293416118422282,0.0,0.0169491525423728,0.0,1.0,0.946188340807175,1.1102230246251563e-16,1,1,2,2,0
149,fib4,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.39016119199573,0.0,20.968637152017976,0.0,0.0169491525423728,0.0,0.9999999999999998,0.9521739130434784,0.0,2,2,2,2,0
150,fib4,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.313130904312733,0.0,19.87841611379969,0.0,0.0169491525423728,0.0,1.0000000000000002,0.9442060085836912,1.1102230246251563e-16,2,2,2,2,1
151,median,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.421039297315633,0.0,21.42226762107542,0.0,0.0175438596491228,0.0,0.9999999999999996,0.953191489361702,1.1102230246251563e-16,0,0,0,0,0
152,median,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.423756455414846,0.0128308875914701,21.463504750806013,0.1921637012835958,0.0175438596491228,0.0,0.9791361149536292,0.9408183513910384,0.0012461801008056,0,1,1,1,1
153,median,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.433986741483348,0.0,21.61538670401778,0.0,0.0526315789473684,0.0,0.9999999999999998,0.9487179487179488,0.0,1,1,2,2,0
154,median,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.462107643985634,0.0,22.04084521712225,0.0,0.0,0.0,1.0000000000000002,0.9424778761061948,0.0,2,2,2,2,0
155,median,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.29922962044384,0.0,19.68779479111006,0.0,0.0,0.0,1.0000000000000002,0.9367588932806324,0.0,2,2,2,2,1
156,is_palindrome,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.5916859629235605,0.000301484127573,24.1121099309204,0.0050389917555048,0.0,0.0,0.9905766669818868,0.8665410244329272,0.0007584070011982,0,0,0,0,0
157,is_palindrome,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.411288833509678,0.0061385683179021,21.27816570671253,0.0904317871230242,0.0,0.0,0.9657249277526784,0.892163995373594,0.0076556310264086,0,1,1,1,1
158,is_palindrome,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.498356252546245,0.0,22.601650929918904,0.0,0.0,0.0,1.0,0.875,0.0,1,1,2,2,0
159,is_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.488820775935936,0.1098208120689841,22.51543377983246,1.6167629379833115,0.0,0.0,0.8048874138988366,0.8986510750347287,0.0202405225326667,2,2,2,2,0
160,is_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.566717949677887,0.0,23.698403221041698,0.0,0.0,0.0,1.0000000000000002,0.8871794871794872,1.1102230246251563e-16,2,2,2,2,1
161,modp,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.377648322587181,0.0,20.78755711924824,0.0,0.0,0.0,1.0000000000000004,0.8272727272727274,1.1102230246251563e-16,0,0,0,0,0
162,modp,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.449540169512421,0.0121522972807485,21.85045348079666,0.1838678777498895,0.0,0.0,0.9686782244388584,0.9170272717174808,0.0031924993710958,0,1,1,1,1
163,modp,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.259791127262112,0.0,19.15688554786148,0.0,0.0,0.0,1.0000000000000002,0.8133333333333332,1.1102230246251563e-16,1,1,2,2,0
164,modp,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.255454798664442,0.0402246464894675,19.106844386096743,0.5356332791634886,0.0,0.0,0.9459124281325634,0.9350793650793652,0.0036936750089587,2,2,2,2,0
165,modp,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.516139441736552,0.0001669233810513,22.881971454046013,0.0026477303805819,0.0,0.0,0.995678932365966,0.8969957081545065,0.0,2,2,2,2,1
166,encode_shift,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.443001055780841,0.0,21.750867788037468,0.0,0.024390243902439,0.0,1.0,0.86,0.0,0,0,0,0,0
167,encode_shift,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.373493730169601,0.121514624315551,20.80051202524084,1.718204311140314,0.048780487804878,0.0,0.7469783372816041,0.8908676498755028,0.020765067231485,0,1,1,1,1
168,encode_shift,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.369021352481931,0.0,20.66362343272778,0.0,0.048780487804878,0.0,0.9999999999999998,0.8702290076335878,0.0,1,1,2,2,0
169,encode_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.274013250234948,0.0086933654245837,19.3470200278098,0.1167230184773884,0.024390243902439,0.0,0.9884866319165152,0.941282458929518,0.000129808677413,2,2,2,2,0
170,encode_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.254493023183715,0.0016797028854682,19.0866764029848,0.0222028573277995,0.048780487804878,0.0,0.9938995468543113,0.9412819836454762,0.0002110261144816,2,2,2,2,1
171,decode_shift,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.3692295959172105,0.0,20.666606304631586,0.0,0.024390243902439,0.0,1.0000000000000004,0.8692810457516341,1.1102230246251563e-16,0,0,0,0,0
172,decode_shift,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.221774291628185,0.0006468730806393,18.658672430815624,0.0083633296025865,0.048780487804878,0.0,0.9994990605423468,0.9315068493150684,0.0,0,1,1,1,1
173,decode_shift,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.33701582389239,0.0158826047626735,20.21147587717724,0.2206718297614728,0.048780487804878,0.0,0.9810687889176058,0.8730704898446835,0.004205495818399,1,1,2,2,0
174,decode_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.28078010564069,0.0582807146041883,19.453813648404854,0.8097226346140062,0.048780487804878,0.0,0.882150041496185,0.9299952584163113,0.0228923660502608,2,2,2,2,0
175,decode_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.259057240890114,0.0174214398441031,19.148541423858184,0.2317901560106816,0.048780487804878,0.0,0.9005026301282848,0.929103501346672,0.0036944978036591,2,2,2,2,1
176,remove_vowels,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.633769399376533,0.0,24.8258188564867,0.0,0.0,0.0,1.0,0.816793893129771,0.0,0,0,0,0,0
177,remove_vowels,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.548600210206944,0.0011255483531023,23.402660568613204,0.0182473864765142,0.0,0.0,0.9753548078839434,0.8761904761904763,0.0034632034632034,0,1,1,1,1
178,remove_vowels,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.633947583101636,0.0,24.82888522182365,0.0,0.0,0.0,1.0,0.8148148148148147,1.1102230246251563e-16,1,1,2,2,0
179,remove_vowels,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.41185272825304,0.003136231759047,21.286341862359883,0.0461983087174516,0.0,0.0,0.9833231700085804,0.8834267447170673,0.0064848258396645,2,2,2,2,0
180,remove_vowels,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.544702775830508,0.0,23.33951660306468,0.0,0.0,0.0,1.0000000000000002,0.8767772511848341,0.0,2,2,2,2,1
181,below_threshold,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.591456652508969,0.0,24.10827718884421,0.0,0.0909090909090909,0.0,1.0000000000000002,0.9172413793103448,1.1102230246251563e-16,0,0,0,0,0
182,below_threshold,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.418967550706014,0.0189989573687263,21.393378394441093,0.2809588065911798,0.0909090909090909,0.0,0.9885884237821326,0.932676348547718,0.0039384949183754,0,1,1,1,1
183,below_threshold,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.3864374695595245,0.0021687913169792,20.914608661570604,0.0314053097694497,0.0,0.0,0.9893620193832398,0.8770408163265305,0.0010204081632652,1,1,2,2,0
184,below_threshold,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.496499317483574,0.0378264584881618,22.58023902947485,0.5806632002716824,0.0,0.0,0.96271392463118,0.9337253626203936,0.0091236713166729,2,2,2,2,0
185,below_threshold,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.486549830433503,0.0077791834276335,22.417768742265164,0.1207412049766504,0.0,0.0,0.9961609005025868,0.9108485247383888,0.012931583351435,2,2,2,2,1
186,add,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.571938306993806,0.0,23.784310656530035,0.0,0.0,0.0,1.0000000000000004,0.8793103448275861,1.1102230246251563e-16,0,0,0,0,0
187,add,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.484937837683762,0.0125737622649367,22.393263173181012,0.196444070325667,0.0,0.0,0.9913766629801196,0.9448210922787194,0.0001883239171375,0,1,1,1,1
188,add,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.172433271805485,0.0,18.03132202990473,0.0,0.0,0.0,1.0000000000000002,0.8333333333333334,0.0,1,1,2,2,0
189,add,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.534816053120652,0.0,23.180118766904243,0.0,0.0,0.0,1.0000000000000004,0.9148936170212766,0.0,2,2,2,2,0
190,add,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.473969624117151,0.0276360859468347,22.226881086908016,0.4240631655988078,0.0,0.0,0.978819496580098,0.9120098696561711,0.0004992791408344,2,2,2,2,1
191,same_chars,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.48782532292121,0.0,22.43727121001469,0.0,0.0909090909090909,0.0,0.9999999999999998,0.8153846153846154,0.0,0,0,0,0,0
192,same_chars,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.291571859209361,0.0,19.58356970608692,0.0,0.0,0.0,1.0000000000000002,0.9227467811158798,0.0,0,1,1,1,1
193,same_chars,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.268420768431678,0.0,19.271817991646625,0.0,0.0,0.0,1.0000000000000002,0.8636363636363636,0.0,1,1,2,2,0
194,same_chars,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.441809781585713,0.00535691101408,21.73306444075057,0.0804778435595732,0.0,0.0,0.972094836678276,0.8728731380874883,0.0010222090829264,2,2,2,2,0
195,same_chars,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.481366303488711,0.018608536135898,22.338898301901125,0.2874794485649723,0.0,0.0,0.8792656381868357,0.8805622501731432,0.0100076789971005,2,2,2,2,1
196,fib,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.345760647819278,0.0189289080390853,20.33489507220077,0.2694315363328143,0.0,0.0,0.9874965878724924,0.8998374450181679,0.0004781028877414,0,0,0,0,0
197,fib,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.355549340375949,0.0,20.471562849956964,0.0,0.0,0.0,1.0,0.9344978165938864,0.0,0,1,1,1,1
198,fib,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.208213107380866,0.0,18.484102726380375,0.0,0.0,0.0,1.0,0.8985507246376813,1.1102230246251563e-16,1,1,2,2,0
199,fib,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.36102669982107,0.0085963124882594,20.549798378634165,0.1226154684189541,0.0,0.0,0.9086326687033424,0.9424655188603688,0.0054459421428782,2,2,2,2,0
200,fib,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.38114780069703,0.0,20.838041731878448,0.0,0.0,0.0,1.0000000000000002,0.916279069767442,0.0,2,2,2,2,1
201,correct_bracketing_1,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.557011465888083,0.0012395730945669,23.53950369933484,0.0202122641809552,0.0,0.0,1.0000000000000002,0.8356807511737088,1.1102230246251563e-16,0,0,0,0,0
202,correct_bracketing_1,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.331583636879642,0.0,20.134303159024075,0.0,0.0,0.0,1.0000000000000002,0.9043824701195218,1.1102230246251563e-16,0,1,1,1,1
203,correct_bracketing_1,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.4070933920092825,0.0,21.21618553753493,0.0,0.0,0.0,0.9999999999999998,0.823943661971831,0.0,1,1,2,2,0
204,correct_bracketing_1,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.3572706935542,0.0195068843235912,20.497889309193624,0.2799455880815704,0.0,0.0,0.874780722758841,0.9080733165615708,0.0012807527689744,2,2,2,2,0
205,correct_bracketing_1,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.338233005622613,0.0033849566530058,20.22737182694114,0.0474368613979554,0.0,0.0,0.9858603462534564,0.9043824701195218,1.1102230246251563e-16,2,2,2,2,1
206,monotonic,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.329880805750696,0.0193287079828928,20.112354036913164,0.268706467200535,0.0,0.0,0.987690857168336,0.8876190476190476,0.0015552315827194,0,0,0,0,0
207,monotonic,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.192571286598936,0.0116480728662955,18.28537426597071,0.1473599291213016,0.0,0.0,0.9822683504988324,0.8898563192657264,0.0081649403088967,0,1,1,1,1
208,monotonic,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.284919612615012,0.0,19.493478006308163,0.0,0.0,0.0,1.0000000000000004,0.8974358974358975,0.0,1,1,2,2,0
209,monotonic,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.298579755807234,0.0288964390030893,19.682889763853545,0.396267596104457,0.05625,0.0125,0.9122042107786096,0.9442228459471552,0.0035312504647167,2,2,2,2,0
210,monotonic,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.371412875484255,0.0365205745551371,20.70451176921716,0.5209651336554074,0.0,0.0,0.9100425112523484,0.9219803652931796,0.0092928564243853,2,2,2,2,1
211,common,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.477926253417751,0.0215175461530139,22.28631813939524,0.331362148935191,0.0833333333333333,0.0,0.8628018207804591,0.9092063492063494,0.0151635079315149,0,0,0,0,0
212,common,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.4133571653575725,0.0,21.308500465102068,0.0,0.0833333333333333,0.0,1.0,0.9360730593607306,0.0,0,1,1,1,1
213,common,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.163060373196508,0.0,17.914555882355227,0.0,0.0,0.0,1.0,0.8488372093023255,0.0,1,1,2,2,0
214,common,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.418510754564566,0.0166670427637542,21.386173915348973,0.2450148757819339,0.0,0.0,0.9859281108236956,0.938507729637556,0.0013646171807421,2,2,2,2,0
215,common,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.482433102608941,0.0054591010138501,22.35372625476618,0.0846505797026352,0.0,0.0,0.9850966752216176,0.918503864556496,0.0001915776850723,2,2,2,2,1
216,largest_prime_factor,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.278294019599527,0.0842364229097452,19.437509319086853,1.1472375171419025,0.027027027027027,0.0,0.968817239475102,0.9050445632798574,0.0105227634226514,0,0,0,0,0
217,largest_prime_factor,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.243693442301775,0.0,18.94431989090693,0.0,0.027027027027027,0.0,1.0000000000000004,0.9411764705882352,0.0,0,1,1,1,1
218,largest_prime_factor,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.4131271543271735,0.0234759273617299,21.30792959484178,0.3476924850142052,0.0,0.0,0.9252937979786924,0.940192836321913,0.0016791167868517,1,1,2,2,0
219,largest_prime_factor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.19179382075771,0.0266800131450949,18.27806100509094,0.3392597842411877,0.0,0.0,0.9833086888515876,0.9495348837209304,0.0005696487773913,2,2,2,2,0
220,largest_prime_factor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.339089279507367,0.0194316938110935,20.24115764796754,0.2718640585899323,0.0,0.0,0.9180192401681702,0.9374623990997424,0.0011343911466502,2,2,2,2,1
221,sum_to_n,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.384068479532263,0.0,20.880270250650916,0.0,0.0,0.0,1.0000000000000004,0.8723404255319149,0.0,0,0,0,0,0
222,sum_to_n,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.333111292229481,0.0095587920817487,20.156077930075107,0.1340243793762237,0.0,0.0,0.9719360670825872,0.9332722362072582,0.0003441140195106,0,1,1,1,1
223,sum_to_n,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.149293636289854,0.0,17.744421508432,0.0,0.0,0.0,1.0000000000000002,0.8356164383561644,0.0,1,1,2,2,0
224,sum_to_n,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.276697406334546,0.0648787366822289,19.402478654727226,0.8840009715645002,0.0,0.0,0.8059545210310024,0.9381332210880776,0.0018874201235164,2,2,2,2,0
225,sum_to_n,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.379520093974902,0.0009143787533361,20.81454885249596,0.0131985125317996,0.0,0.0,0.993254343977308,0.90098961811669,0.0002185659644223,2,2,2,2,1
226,correct_bracketing_2,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.577284256627464,0.0,23.87260762369213,0.0,0.0,0.0,1.0000000000000004,0.8364485981308413,1.1102230246251563e-16,0,0,0,0,0
227,correct_bracketing_2,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.168309388610821,0.0,17.979853847892514,0.0,0.0,0.0,0.9999999999999996,0.9324894514767934,1.1102230246251563e-16,0,1,1,1,1
228,correct_bracketing_2,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.423523873354305,0.0019984374823476,21.459212925512595,0.0297171219050412,0.0,0.0,0.98310407898538,0.8266117444199634,0.0017598594760871,1,1,2,2,0
229,correct_bracketing_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.166973492880058,0.0057727296923846,17.96335634416813,0.0717539246199753,0.0,0.0,0.990770416208757,0.9396547239450896,0.0001645100942007,2,2,2,2,0
230,correct_bracketing_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.353266685760177,0.0027667663068907,20.43923558475196,0.0391415074088271,0.0,0.0,0.9973455447593264,0.9043824701195218,1.1102230246251563e-16,2,2,2,2,1
231,derivative,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.464363537629136,0.0350052338312416,22.08175711195559,0.5260525660351533,0.0,0.0,0.9544972504935656,0.9288612565445028,0.0043193717277486,0,0,0,0,0
232,derivative,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.417197544930339,0.0253856539479438,21.36859788451297,0.3746159239519801,0.0,0.0,0.9837227119248322,0.940526505589614,0.0001236669902595,0,1,1,1,1
233,derivative,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.393961369109286,0.0084964727152506,21.02430770002873,0.1238334001098535,0.0,0.0,0.9948482171176136,0.9462750559377582,0.0073940283942117,1,1,2,2,0
234,derivative,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.357924476899532,0.0553453825007441,20.520677485158405,0.809906224291106,0.0434782608695652,0.0,0.9786600717013652,0.9471600129827978,0.0031158714703018,2,2,2,2,0
235,derivative,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.391181082272306,0.029279929368975,20.98778335792545,0.4252860676727235,0.0434782608695652,0.0,0.8862791259195021,0.938903541667775,0.0022197533736416,2,2,2,2,1
236,fibfib,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.063532870833671,0.0019059533294125,16.720361451715156,0.0220953178351638,0.0,0.0,0.9965039928314748,0.9243697478991596,0.0,0,0,0,0,0
237,fibfib,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.240056601122632,0.0231093945868764,18.899058165154944,0.3045730056996485,0.0,0.0,0.9087411523357766,0.9332069309973876,0.0079343881422343,0,1,1,1,1
238,fibfib,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.250211364998704,0.1107445587303008,19.085469984121445,1.4341142950223782,0.0,0.0,0.904505931197656,0.924290667810921,0.006459039414198,1,1,2,2,0
239,fibfib,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.373111199814291,0.0718796934751247,20.74815040728893,1.041365637014589,0.0,0.0,0.917666771142889,0.9525713774917314,0.0016137615066103,2,2,2,2,0
240,fibfib,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.459395092805891,0.0346874689146393,22.0057768631665,0.5258471768824079,0.0,0.0,0.9837838803053696,0.9500688269401356,0.0010531662780888,2,2,2,2,1
241,vowels_count,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.582558082441603,0.0,23.960034534755017,0.0,0.054054054054054,0.0,0.9999999999999998,0.8181818181818181,1.1102230246251563e-16,0,0,0,0,0
242,vowels_count,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.156510665803954,0.0107325885657025,17.833902690534142,0.1324620460196175,0.0,0.0,0.9637610798585138,0.912525993883792,0.0060819099493566,0,1,1,1,1
243,vowels_count,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.323649858741823,0.0,20.023882963783034,0.0,0.027027027027027,0.0,1.0000000000000002,0.8072289156626506,0.0,1,1,2,2,0
244,vowels_count,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.195430263578764,0.0461816565192656,18.330478222959844,0.5904190009608047,0.027027027027027,0.0,0.962249184189826,0.9053101086542932,0.0092271397320416,2,2,2,2,0
