prompt_id,task_name,strategy,length,specificity,vocabulary,syntax,ppl_mean,ppl_std,comp_ratio_mean
223,sum_to_n,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,17.744421508432,0.0,0.6175298804780877
224,sum_to_n,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.402478654727226,0.8840009715645002,0.4278468217522066
225,sum_to_n,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.81454885249596,0.01319851253179962,0.5123493455696845
226,correct_bracketing_2,Zero-Shot,Short,Abstract,Natural Language,Imperative,23.87260762369213,0.0,0.4335748792270532
227,correct_bracketing_2,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,17.979853847892514,0.0,0.40347970173985087
228,correct_bracketing_2,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,21.459212925512595,0.029717121905041284,0.5008467664687046
229,correct_bracketing_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,17.96335634416813,0.07175392461997537,0.38930203986499995
230,correct_bracketing_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.43923558475196,0.03914150740882718,0.458338906895783
231,derivative,Zero-Shot,Short,Abstract,Natural Language,Imperative,22.08175711195559,0.5260525660351533,0.39794244970715564
232,derivative,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.368597884512972,0.3746159239519801,0.3997387579949062
233,derivative,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,21.024307700028732,0.12383340010985358,0.402820298536933
234,derivative,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,20.520677485158405,0.809906224291106,0.3843537866337291
235,derivative,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.987783357925455,0.42528606767272353,0.39853727340237893
236,fibfib,Zero-Shot,Short,Abstract,Natural Language,Imperative,16.720361451715156,0.02209531783516386,0.3583468598300971
237,fibfib,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.899058165154944,0.3045730056996485,0.4222778516432813
238,fibfib,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.085469984121445,1.4341142950223782,0.43182643985241087
239,fibfib,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,20.748150407288932,1.041365637014589,0.4455070368855932
240,fibfib,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,22.0057768631665,0.5258471768824079,0.4777199772607106
241,vowels_count,Zero-Shot,Short,Abstract,Natural Language,Imperative,23.960034534755017,0.0,0.5829268292682926
242,vowels_count,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,17.833902690534142,0.13246204601961759,0.3780454647652518
243,vowels_count,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,20.023882963783034,0.0,0.6045016077170418
244,vowels_count,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.330478222959844,0.5904190009608047,0.3928725651402024
245,vowels_count,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,19.001098445046257,0.1662270742899832,0.43937289543898206
246,circular_shift,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.0192258233161,0.0,0.4742268041237113
247,circular_shift,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,19.30460304756171,0.20153474318331305,0.41863815495305756
248,circular_shift,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.747423747251503,0.0,0.44794520547945205
249,circular_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.35378559524081,0.18274154937174683,0.4105276630732975
250,circular_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.15623571975805,0.41036640729301094,0.43486681277838707
251,digitsum,Zero-Shot,Short,Abstract,Natural Language,Imperative,23.862023814335835,0.6127248234733954,0.6195867269984918
252,digitsum,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.087670876196263,0.9379850543163291,0.42329904542164154
253,digitsum,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,21.51094272587593,0.2338805211315801,0.5863152937482831
254,digitsum,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,22.612835846475488,0.0,0.45652173913043476
255,digitsum,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,21.841338166711743,0.40755599231758305,0.4080582670826205
256,fruit_distribution,Zero-Shot,Short,Abstract,Natural Language,Imperative,19.402628225943012,0.07629793527367701,0.42327905818882705
257,fruit_distribution,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,19.8191452416736,0.27265656294532276,0.38744299584299907
258,fruit_distribution,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,23.321637802139033,0.0,0.4933920704845815
259,fruit_distribution,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.454326508334777,0.16091317305876204,0.41980244152455504
260,fruit_distribution,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,19.67631034680022,0.1533924366793753,0.4229078884693582
261,pluck,Zero-Shot,Short,Abstract,Natural Language,Imperative,18.049063468087052,0.0036635893266307564,0.41481980142494235
262,pluck,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.520269700158245,0.03996889996061681,0.4106385378559385
263,pluck,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.58211954428024,1.0520661318606168,0.5326212329025886
264,pluck,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.737991284770978,0.0,0.42000000000000004
265,pluck,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,17.24986356444062,0.029633488889215184,0.38802400751950494
266,search,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.50518574605034,0.11234903078267137,0.44088256159867417
267,search,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,20.714794133734706,0.6526890717703484,0.4576536820353316
268,search,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.54813508887356,0.1509977431861799,0.5363225625525816
269,search,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.963041474011618,0.24294724894505607,0.44222427052773244
270,search,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,19.199801764746567,0.20632635957028497,0.40328166305793217
271,strange_sort_list,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.330749822457165,0.07953747377764558,0.42583171598852687
272,strange_sort_list,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,19.740238531168995,0.01813052860500395,0.4299960132099409
273,strange_sort_list,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,21.344248761806192,0.0,0.47858197932053176
274,strange_sort_list,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.780554038458384,0.5055353511247861,0.38241006790135973
275,strange_sort_list,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,19.493878897382494,0.09000774956328414,0.4108326869596068
276,triangle_area_2,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.021671409537216,0.0,0.4048582995951417
277,triangle_area_2,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.499919708268692,0.0393926558646732,0.3639115799820362
278,triangle_area_2,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.891903867955737,0.07260875548296612,0.4621305067436702
279,triangle_area_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.162812546944636,0.0,0.3601134215500945
280,triangle_area_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.211352922020968,0.3529118288644318,0.3880768828965332
281,will_it_fly,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.120181616077655,0.004283164826939362,0.3666969972702457
282,will_it_fly,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.639384682856882,0.0,0.37434094903339193
283,will_it_fly,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,24.106537125972856,0.0,0.5158102766798419
284,will_it_fly,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,23.95412274797307,0.3188808723503943,0.45380432560611633
285,will_it_fly,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,23.179574708897146,0.15417069917868176,0.4017584880395372
286,smallest_change,Zero-Shot,Short,Abstract,Natural Language,Imperative,22.54655815249493,0.3329388208467492,0.5033631517122978
287,smallest_change,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.65816061718339,0.0,0.4519670631290028
288,smallest_change,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,22.679259492904766,0.0,0.5098039215686274
289,smallest_change,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.787868898411702,0.40257565228201003,0.44432435228862077
290,smallest_change,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.18604827441301,0.05491472475658712,0.45261897826987685
291,total_match,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.55828952937297,0.10053323085325744,0.4376764076977905
292,total_match,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,20.745003341604054,0.0,0.40522875816993464
293,total_match,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.88068623331269,0.0,0.4244741873804971
294,total_match,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.13727292994659,0.0,0.38127090301003347
295,total_match,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.32948911330651,0.3066967147547771,0.3781813516062809
296,is_multiply_prime,Zero-Shot,Short,Abstract,Natural Language,Imperative,18.049185409527226,0.5643543747688955,0.41203853713194105
297,is_multiply_prime,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,17.643170985126314,0.0,0.3742857142857143
298,is_multiply_prime,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,18.762598217548746,0.0,0.4166666666666667
299,is_multiply_prime,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.76367167820991,0.0,0.3619441571871768
300,is_multiply_prime,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.76204828196555,0.0,0.410337552742616
301,is_simple_power,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.994995900056963,0.01879874904128221,0.4541125541125541
302,is_simple_power,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,20.709076179288125,0.09233533437871627,0.4338687335209461
303,is_simple_power,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,17.877928212070522,0.0,0.5154004106776181
304,is_simple_power,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,17.190493087407198,0.6519424174925041,0.4219950005136458
305,is_simple_power,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.118248564924617,0.0,0.45601617795753285
306,iscube,Zero-Shot,Short,Abstract,Natural Language,Imperative,22.173243884833653,0.0,0.5903307888040712
307,iscube,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.739921520247506,0.0,0.43075356415478616
308,iscube,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,20.598735908981006,0.0,0.6266666666666667
309,iscube,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,20.883974045939073,0.0,0.45520082389289385
310,iscube,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,21.616290414683377,0.0,0.5049261083743842
311,hex_key,Zero-Shot,Short,Abstract,Natural Language,Imperative,22.373105104157197,1.2861806986177837,0.42561441280742046
312,hex_key,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.09703911767532,1.027987893091001,0.39697945639762555
313,hex_key,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,18.486833419605052,0.028113942029514758,0.44093457943925235
314,hex_key,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.054374288354484,0.059251801757958814,0.3989184354586943
315,hex_key,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,21.07482479524739,1.171219030926464,0.4161991216747854
316,decimal_to_binary,Zero-Shot,Short,Abstract,Natural Language,Imperative,23.360674647167137,0.004336520070126557,0.44878734251177244
317,decimal_to_binary,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,22.14679475793272,0.373433423672581,0.436564344943025
318,decimal_to_binary,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,22.99678066366873,0.01549188748701376,0.5917005004248891
319,decimal_to_binary,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.40608690790683,0.022528989780795948,0.41884149053755326
320,decimal_to_binary,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,22.29286502779911,0.0,0.46582544689800204
321,is_happy,Zero-Shot,Short,Abstract,Natural Language,Imperative,23.46833558383338,0.2706843035095914,0.5815296769432794
322,is_happy,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.012045673132654,0.06320316819403046,0.4585822021116138
323,is_happy,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,20.745452462310062,0.0,0.6363636363636364
324,is_happy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,20.40882819560864,0.3702989502689096,0.48425996566851043
325,is_happy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,22.213375891464775,0.15896213488780472,0.48585482171252004
326,numerical_letter_grade,Zero-Shot,Short,Abstract,Natural Language,Imperative,23.093707766111926,0.0,0.4369627507163324
327,numerical_letter_grade,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,23.356233106627887,0.0,0.4524940617577197
328,numerical_letter_grade,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,20.12046834159863,1.7753671186775974,0.32786027934350964
329,numerical_letter_grade,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,23.03253985247471,0.06905675846304848,0.4479929679681409
330,numerical_letter_grade,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,24.61071798184817,0.20608808215826857,0.45140848662932465
331,prime_length,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.90310604858352,0.08354781514118603,0.45925911619038146
332,prime_length,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,19.91520247807817,0.0,0.42061855670103093
333,prime_length,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,22.438647315473183,0.07117909567253913,0.48720756129515247
334,prime_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.034573462335082,0.3001489531193176,0.42305353435802806
335,prime_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.799895494729974,0.2314371673563187,0.42361145031442754
336,starts_one_ends,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.956099957402806,0.10817223072060245,0.35618749124081084
337,starts_one_ends,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.449287738047776,0.42392552094145497,0.36003512860431497
338,starts_one_ends,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,20.545262560412947,0.1299409262600097,0.3589016101163695
339,starts_one_ends,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,20.818441423273544,0.062123087785213325,0.34638280450358244
340,starts_one_ends,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,21.789809758984944,0.21767284945150836,0.38521716421826546
341,solve_1,Zero-Shot,Short,Abstract,Natural Language,Imperative,19.25431313938954,0.035645107653481486,0.38164228803314265
342,solve_1,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.56905041660809,0.14377107346818008,0.38492944714318755
343,solve_1,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,18.100616272208548,0.0,0.3856749311294766
344,solve_1,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.920677185374497,0.011793285819763797,0.3634889468191327
345,solve_1,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.17045263972027,0.8553421344604732,0.4299040980412988
346,anti_shuffle,Zero-Shot,Short,Abstract,Natural Language,Imperative,19.85583523833595,0.018330869116287826,0.4066037022165581
347,anti_shuffle,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.273325026293953,0.04342255718637567,0.4054919148341008
348,anti_shuffle,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,21.806088156528098,0.48566123134909095,0.42568041960930075
349,anti_shuffle,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.299518090080934,0.06766686468035488,0.40695485063067655
350,anti_shuffle,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.30282708815422,0.603348848209886,0.40397107336507165
351,get_row,Zero-Shot,Short,Abstract,Natural Language,Imperative,22.53737045100705,0.1417105994805084,0.4819680163633208
352,get_row,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.026482734586356,0.119316816133508,0.36758777283426636
353,get_row,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,21.069117101602366,0.7430845728617501,0.5050912429907375
354,get_row,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.325055804661037,0.0,0.40301151461470325
355,get_row,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,18.353378128518994,0.05861117193445227,0.41130269630072236
356,sort_array,Zero-Shot,Short,Abstract,Natural Language,Imperative,23.035379039963843,0.46652950017380396,0.4596635697961207
357,sort_array,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,23.038317856456995,0.4687792204524253,0.4955925779562729
358,sort_array,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.018035442589415,0.2588177808501939,0.48577762498567567
359,sort_array,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.687863471886534,1.1489781948090052,0.48782018954178136
360,sort_array,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,22.415865945391566,0.017994819643132716,0.4971407627491362
361,encrypt,Zero-Shot,Short,Abstract,Natural Language,Imperative,18.683687947785067,0.21589794116675298,0.4395479058673376
362,encrypt,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.955625973062535,0.016245293392660187,0.3889916830202785
363,encrypt,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,18.667803183322132,0.23594792522496555,0.4500916621734229
364,encrypt,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.887267561306363,0.21493738933508527,0.39137990819136065
365,encrypt,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,19.348338991720546,0.19866287295163165,0.40979826531388747
366,next_smallest,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.359803527079627,0.1259413037061791,0.4827240645113471
367,next_smallest,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,22.572833178470294,0.031871718844821824,0.41766973767435667
368,next_smallest,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.68974994052124,0.03247313445957474,0.5898303798429021
369,next_smallest,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.895638657185575,0.39979272253502945,0.4364378287537919
370,next_smallest,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,21.433191756253912,0.0,0.42777777777777776
371,is_bored,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.282872334871577,0.11805752062202401,0.4430133775758208
372,is_bored,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.503816315841654,0.49290974535755505,0.4513955286357911
373,is_bored,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,18.494689725921784,0.0,0.4393530997304582
374,is_bored,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.43082815306799,0.008685066293296018,0.4378921404066861
375,is_bored,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.55878137879468,0.5499013779597312,0.4454066033330005
376,any_int,Zero-Shot,Short,Abstract,Natural Language,Imperative,22.712525816878617,0.0,0.48592870544090055
377,any_int,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,19.515616184101397,0.21476638522652533,0.4189685300671721
378,any_int,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,18.265007398964613,0.0,0.5047619047619047
379,any_int,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,20.23670729836881,1.988616819838188,0.45559258791552415
380,any_int,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,23.504366530102885,0.0,0.5091145833333334
381,encode,Zero-Shot,Short,Abstract,Natural Language,Imperative,16.60755229936896,0.6204736746686972,0.3492028378302888
382,encode,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,20.14565947209334,0.04266906554632612,0.4195758939696585
383,encode,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,15.964471112370806,0.0,0.3301707779886148
384,encode,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.220879687360735,0.17636008123990402,0.45042523389625033
385,encode,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.055857734290896,0.13585849109322667,0.4415605869714094
386,skjkasdkd,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.10517929014859,0.004086545790482887,0.4476411726253332
387,skjkasdkd,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.625333538034692,0.23208186353265686,0.4245816645274923
388,skjkasdkd,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.945999085240338,0.06258616819595773,0.4328194684858976
389,skjkasdkd,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,17.275781032288492,0.1422379464220172,0.4171983557849116
390,skjkasdkd,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,18.184185602842174,0.5315381331329541,0.39912171702548505
391,check_dict_case,Zero-Shot,Short,Abstract,Natural Language,Imperative,25.71980817420414,0.17974935366391115,0.4082651622524082
392,check_dict_case,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.44731399702017,0.06080199981547727,0.42550541112779455
393,check_dict_case,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.67836564573454,0.0,0.4177545691906005
394,check_dict_case,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.841751643143702,0.09002903198399821,0.43122385999884993
395,check_dict_case,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,21.256890876582936,0.2287560237183794,0.419597528433604
396,count_up_to,Zero-Shot,Short,Abstract,Natural Language,Imperative,18.268325161916948,0.0032790623111125686,0.48793194148498065
397,count_up_to,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.34188683944499,0.25487000422786027,0.43268105594558454
398,count_up_to,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,18.629118821487477,0.0171898324062127,0.45128539352054353
399,count_up_to,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.685527280920788,0.0,0.4509056244041945
400,count_up_to,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,18.144038250304842,0.0,0.42920353982300885
401,multiply,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.708061516700855,0.0,0.5090579710144928
402,multiply,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.90509614932892,0.12392227201149757,0.4618707039810177
403,multiply,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,21.222549565563607,0.9693537913987271,0.49683844926311843
404,multiply,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,23.105489273988702,0.12129240661741961,0.45104320176691226
405,multiply,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,22.301293050781567,0.0693954835654381,0.4695137407958797
406,count_upper,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.41292171985146,0.0,0.535483870967742
407,count_upper,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,20.555073365784917,0.20012671739239615,0.41834824245187974
408,count_upper,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,20.721188039810983,0.0,0.5935828877005348
409,count_upper,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.957536697392914,0.5793764683405804,0.4119902686091491
410,count_upper,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.85646128104837,0.10063697523670612,0.45208679574097294
411,closest_integer,Zero-Shot,Short,Abstract,Natural Language,Imperative,26.082352767943583,1.2617565171115892,0.4805657468412085
412,closest_integer,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,19.030743476156715,0.24978245657481368,0.39987194875587007
413,closest_integer,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.38549560177136,0.0,0.5772151898734177
414,closest_integer,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,17.490373263000684,0.07897820529580742,0.3951913682511363
415,closest_integer,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,19.634359643367258,0.0,0.4515837104072398
416,make_a_pile,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.177808933810137,1.005583364833447,0.4571231151803257
417,make_a_pile,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,18.833978413110078,0.12267374170638176,0.42867003378878826
418,make_a_pile,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.890036069102003,0.1483122364807035,0.4503112515046553
419,make_a_pile,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,19.11229792778525,0.07807001111732743,0.4124892096930989
420,make_a_pile,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,19.9760412935715,0.0,0.4888023369036027
421,words_string,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.53763387299083,0.01264940321357979,0.4584305487611868
422,words_string,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,22.44267644761326,0.15109153939563594,0.4006718058700761
423,words_string,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,21.068253898771452,0.0,0.6505576208178439
424,words_string,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,21.78240457776196,0.20292217031284707,0.4560453485697793
425,words_string,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,21.603343366971277,0.04812878500101545,0.4588177306899043
426,choose_num,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.769919427619584,0.10875762270384048,0.4464338460553926
427,choose_num,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,19.268286994279094,0.8196943017081327,0.4065275183657139
428,choose_num,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.60838179895089,0.0,0.5021008403361344
429,choose_num,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,18.90363177912227,0.23065267962897784,0.4151115990705813
430,choose_num,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,21.355248764058672,0.0,0.46107178968655205
431,rounded_avg,Zero-Shot,Short,Abstract,Natural Language,Imperative,20.36529040863965,0.0,0.45045045045045046
432,rounded_avg,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,21.228946340634803,0.04386343368491696,0.4466069108881928
433,rounded_avg,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,19.780780229285146,0.0,0.45380434782608703
434,rounded_avg,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,20.321188858422335,0.6057790116416146,0.42510406623758074
435,rounded_avg,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,20.891583870123064,0.0,0.4632282712511938
436,unique_digits,Zero-Shot,Short,Abstract,Natural Language,Imperative,21.192984003050842,0.025101793127823242,0.46455696202531643
437,unique_digits,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,23.87942807443586,0.0,0.44770283479960893
438,unique_digits,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,18.92448773165926,1.1294525730354392,0.4473210573604554
439,unique_digits,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,20.530432957764702,3.0413517341930167,0.4501804972945438
440,unique_digits,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,23.137772813277632,0.2865877407163087,0.4816481221968692
441,by_length,Zero-Shot,Short,Abstract,Natural Language,Imperative,24.240631125671833,0.28677235782491184,0.49108585014879447
442,by_length,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,24.439548474174266,0.06004312037769351,0.48771819996225985
443,by_length,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,24.035657970947646,0.11718224846797666,0.4905237727414663
